Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Candidatus Korarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0038851619174648,-0.0407373714091178,0.0329670475741882,0.133901592807061,-0.207827335203244,0.835565109403028,0.98948499797727,-5.85854872648711
Firmicutes,TreatmentGroupGrp2...TreatmentGroupGrp3,0.129956743282365,-0.0726733164355127,0.332586803000243,14.5980469994068,1.26413800464597,0.207549213025956,0.921079405296225,-4.68557126100827
Bacteroidetes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0279017341038479,-0.282917573088556,0.227114104880861,12.3000630199214,-0.215657010958748,0.829459553254632,0.925278995921181,-5.26508052101163
Proteobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0697891485364384,-0.257954608263383,0.118376311190506,12.1662055105664,-0.731050763330902,0.465544068657414,0.921079405296225,-5.08227302118298
Actinobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0678285480314287,-0.26942637304407,0.133769276981212,11.341568068083,-0.663172057670861,0.507930727049197,0.921079405296225,-5.11768967594009
Euryarchaeota,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0874556681161156,-0.469468985823793,0.294557649591561,9.4541651350551,-0.451241463894196,0.652270311195488,0.921079405296225,-5.20616044492419
Spirochaetes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.294532418844994,-0.705299157879417,0.116234320189428,8.70056809876963,-1.41330981441361,0.15901072969742,0.921079405296225,-4.53723482976255
Chordata,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0845068671083453,-0.320533632418775,0.151519898202085,7.65094080899937,-0.705716526846417,0.481128349555201,0.921079405296225,-5.09589256298495
Cyanobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0615001197766611,-0.140212663995234,0.0172124244419121,7.42110508625675,-1.54003840889465,0.125021392674275,0.921079405296225,-4.39854073249596
Tenericutes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0534365660197986,-0.232893874497699,0.126020742458102,6.72111036989986,-0.58691732921275,0.557874986533743,0.921079405296225,-5.15338321386438
Fusobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0108375146117794,-0.151109991619798,0.129434962396239,6.70195294504917,-0.152284874948458,0.879105058225366,0.925278995921181,-5.27382960790964
Synergistetes,TreatmentGroupGrp2...TreatmentGroupGrp3,0.412381146555034,-0.310483439964135,1.1352457330742,6.40572315175574,1.12445322367541,0.262074574871872,0.921079405296225,-4.80975153457376
Planctomycetes,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0709562675415008,-0.185648230515368,0.0437356954323668,6.25918017438267,-1.21943124276233,0.224016578093936,0.921079405296225,-4.72686945236695
Deinococcus-Thermus,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0234362575343301,-0.131602509154385,0.0847299940857244,6.12657263784167,-0.427067008384503,0.669757866137618,0.921079405296225,-5.21412000146757
Verrucomicrobia,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.00801478430580183,-0.319464813538714,0.30343524492711,5.99212903930571,-0.0507227748565439,0.959593518213609,0.959593518213609,-5.28156682563366
Chloroflexi,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.041491266055405,-0.157414028985534,0.0744314968747243,5.98037097304909,-0.705484545412738,0.481272361826672,0.921079405296225,-5.09601506881245
Apicomplexa,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0694594786844656,-0.182718372209768,0.0437994148408369,5.67511233572744,-1.20881195374792,0.228062758928982,0.921079405296225,-4.7364643699938
Chlorobi,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0114521306852851,-0.122069005163227,0.0991647437926568,5.36837207149932,-0.204063087458386,0.83849721867918,0.925278995921181,-5.26690631598527
Acidobacteria,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.0103763243127339,-0.115920857488913,0.0951682088634454,5.16502167794025,-0.19377927865085,0.84653165910163,0.925278995921181,-5.26844142126739
Thermotogae,TreatmentGroupGrp2...TreatmentGroupGrp3,-0.00510517610084982,-0.116283931154075,0.106073578952376,4.75355169052048,-0.0905083112968396,0.927967549226326,0.949057720799651,-5.27945812350288
